"","Precio","Precio_m2","Habitaciones","Aseos","Superficie","Parking","Colegios","Tipo","Distrito"
"1",202000,3888,1,1,53,1,9,"Loft","Arganzuela"
"2",279000,3888,3,1,85,0,9,"Piso","Arganzuela"
"3",315000,3888,2,1,57,0,9,"Piso","Arganzuela"
"4",192000,3888,2,1,64,0,9,"Piso","Arganzuela"
"5",484500,3888,4,2,147,0,9,"Piso","Arganzuela"
"6",390000,3888,2,2,88,1,9,"Piso","Arganzuela"
"7",375000,3888,2,2,55,0,9,"Piso","Arganzuela"
"8",240000,3888,2,1,35,0,9,"�tico","Arganzuela"
"9",349000,3888,3,1,92,0,9,"Piso","Arganzuela"
"10",127300,3888,3,1,60,0,9,"Piso","Arganzuela"
"11",889000,3888,7,5,447,1,9,"Casa o chalet","Arganzuela"
"12",245000,3888,3,1,64,0,9,"Piso","Arganzuela"
"13",140000,3888,3,1,81,0,9,"Piso","Arganzuela"
"14",145000,3888,2,1,37,0,9,"Piso","Arganzuela"
"15",199850,3888,2,1,53,0,9,"Piso","Arganzuela"
"16",1190000,3888,3,2,181,0,9,"Piso","Arganzuela"
"17",378000,3888,1,1,48,0,9,"Piso","Arganzuela"
"18",2000000,3888,5,4,241,1,9,"Piso","Arganzuela"
"19",285000,3888,4,1,81,0,9,"Piso","Arganzuela"
"20",220000,3888,1,1,45,0,9,"Apartamento","Arganzuela"
"21",550000,3888,2,2,68,0,9,"Piso","Arganzuela"
"22",260000,3888,2,1,60,0,9,"Piso","Arganzuela"
"23",2200000,3888,3,4,250,0,9,"Piso","Arganzuela"
"24",348400,3888,2,2,67,0,9,"Piso","Arganzuela"
"25",144600,3888,2,1,48,0,9,"Piso","Arganzuela"
"26",212000,3888,2,1,62,0,9,"Piso","Arganzuela"
"27",450000,3888,2,1,92,0,9,"Apartamento","Arganzuela"
"28",320000,3888,4,1,89,0,9,"Piso","Arganzuela"
"29",129000,3888,1,1,64,0,9,"Piso","Arganzuela"
"30",259000,3888,2,2,92,1,9,"Piso","Arganzuela"
"31",1050000,3888,4,2,298,1,9,"Piso","Arganzuela"
"32",143685,3888,1,1,44,0,9,"Piso","Arganzuela"
"33",169000,3888,1,1,49,0,9,"Piso","Arganzuela"
"34",168500,3888,2,1,58,0,9,"Piso","Arganzuela"
"35",154500,3888,1,1,39,0,9,"Piso","Arganzuela"
"36",156000,3888,3,1,75,0,9,"Piso","Arganzuela"
"37",499000,3888,1,1,79,1,9,"Piso","Arganzuela"
"38",850000,3888,1,1,110,0,9,"Piso","Arganzuela"
"39",199000,3888,3,1,60,0,9,"Piso","Arganzuela"
"40",2250000,3888,3,3,254,0,9,"Piso","Arganzuela"
"41",155000,3888,1,1,56,0,9,"Piso","Arganzuela"
"42",259000,3888,2,2,56,0,9,"�tico","Arganzuela"
"43",249000,3888,3,1,73,0,9,"Piso","Arganzuela"
"44",768000,3888,3,2,334,1,9,"�tico","Arganzuela"
"45",1550000,3888,3,4,211,0,9,"Piso","Arganzuela"
"46",94990,3888,2,1,75,0,9,"Piso","Arganzuela"
"47",390000,3888,4,2,120,0,9,"Piso","Arganzuela"
"48",352000,3888,2,1,70,0,9,"Piso","Arganzuela"
"49",299000,3888,2,1,56,0,9,"Piso","Arganzuela"
"50",250000,3888,3,1,59,0,9,"Piso","Arganzuela"
"51",545000,3888,4,2,130,1,9,"Piso","Arganzuela"
"52",174000,3888,3,1,70,0,9,"Piso","Arganzuela"
"53",212000,3888,1,1,40,0,9,"Piso","Arganzuela"
"54",118500,3888,2,1,51,0,9,"Piso","Arganzuela"
"55",850000,3888,3,2,160,0,9,"Apartamento","Arganzuela"
"56",189000,3888,1,1,47,0,9,"Piso","Arganzuela"
"57",215000,3888,1,1,65,1,9,"Loft","Arganzuela"
"58",251500,3888,2,3,169,0,9,"Piso","Arganzuela"
"59",367000,3888,4,2,143,1,9,"Piso","Arganzuela"
"60",160000,3888,3,1,71,0,9,"Piso","Arganzuela"
"61",298900,3888,1,1,79,0,9,"Piso","Arganzuela"
"62",600000,3888,3,2,155,0,9,"Piso","Arganzuela"
"63",90000,3888,2,1,59,0,9,"Piso","Arganzuela"
"64",590000,3888,4,1,135,0,9,"Piso","Arganzuela"
"65",850000,3888,4,3,161,0,9,"Piso","Arganzuela"
"66",225000,3888,2,1,87,0,9,"Piso","Arganzuela"
"67",175000,3888,2,1,110,0,9,"Piso","Arganzuela"
"68",995000,3888,5,3,172,1,9,"Piso","Arganzuela"
"69",700000,3888,4,2,162,0,9,"Piso","Arganzuela"
"70",530000,3888,3,3,138,1,9,"Piso","Arganzuela"
"71",124900,3888,1,1,36,0,9,"Piso","Arganzuela"
"72",178000,3888,3,1,60,0,9,"Piso","Arganzuela"
"73",425000,3888,3,2,109,0,9,"Piso","Arganzuela"
"74",2950000,3888,4,4,625,1,9,"Casa o chalet","Arganzuela"
"75",256000,3888,2,1,69,0,9,"Apartamento","Arganzuela"
"76",349000,3888,2,1,70,0,9,"Piso","Arganzuela"
"77",140000,3888,2,1,65,0,9,"Piso","Arganzuela"
"78",152000,3888,2,1,36,0,9,"Piso","Arganzuela"
"79",230000,3888,3,1,75,0,9,"Piso","Arganzuela"
"80",80000,3888,3,1,69,0,9,"Piso","Arganzuela"
"81",230000,3888,2,1,50,0,9,"Piso","Arganzuela"
"82",135000,3888,2,1,50,0,9,"Piso","Arganzuela"
"83",142000,3888,2,1,75,0,9,"Piso","Arganzuela"
"84",220000,3888,4,2,119,1,9,"Piso","Arganzuela"
"85",1600000,3888,2,4,157,0,9,"�tico","Arganzuela"
"86",199000,3888,2,1,53,0,9,"Piso","Arganzuela"
"87",135000,3888,2,1,57,0,9,"Piso","Arganzuela"
"88",820000,3888,5,2,168,0,9,"Piso","Arganzuela"
"89",595000,3888,3,2,117,1,9,"Piso","Arganzuela"
"90",2530200,3888,5,2,1933,0,9,"Casa o chalet","Arganzuela"
"91",400000,3888,2,2,65,1,9,"Piso","Arganzuela"
"92",465000,3888,5,2,136,0,9,"Piso","Arganzuela"
"93",385000,3888,2,2,88,1,9,"Piso","Arganzuela"
"94",550000,3888,2,1,85,0,9,"Piso","Arganzuela"
"95",395000,3888,3,1,75,0,9,"Piso","Arganzuela"
"96",129000,3888,3,1,50,0,9,"Piso","Arganzuela"
"97",179000,3888,3,2,93,0,9,"Piso","Arganzuela"
"98",94000,3888,2,1,56,0,9,"Piso","Arganzuela"
"99",135000,3888,1,1,34,0,9,"Piso","Arganzuela"
"100",235000,3888,1,1,61,0,9,"Piso","Arganzuela"
"101",295000,3888,1,1,70,1,9,"Piso","Arganzuela"
"102",197000,3888,2,1,54,0,9,"Piso","Arganzuela"
"103",79000,3888,1,1,30,0,9,"Planta baja","Arganzuela"
"104",170000,3888,3,1,71,0,9,"Piso","Arganzuela"
"105",795000,3888,4,4,260,1,9,"Casa adosada","Arganzuela"
"106",620000,3888,4,2,125,1,9,"Piso","Arganzuela"
"107",225000,3888,1,1,69,0,9,"Piso","Arganzuela"
"108",156000,3888,1,1,31,0,9,"Piso","Arganzuela"
"109",580000,3888,3,2,135,0,9,"Piso","Arganzuela"
"110",1090000,3888,3,3,248,0,9,"Piso","Arganzuela"
"111",420000,3888,1,1,70,0,9,"Piso","Arganzuela"
"112",875000,3888,4,4,185,1,9,"Piso","Arganzuela"
"113",530000,3888,2,2,90,0,9,"Piso","Arganzuela"
"114",865000,3888,5,3,220,1,9,"Piso","Arganzuela"
"115",495000,3888,4,2,131,1,9,"Piso","Arganzuela"
"116",290000,3888,1,1,58,0,9,"�tico","Arganzuela"
"117",119000,3888,2,1,75,0,9,"Piso","Arganzuela"
"118",390000,3888,2,2,50,0,9,"Piso","Arganzuela"
"119",83000,3888,1,1,34,0,9,"Piso","Arganzuela"
"120",840000,3888,4,2,167,1,9,"�tico","Arganzuela"
"121",94800,3888,2,1,63,0,9,"Piso","Arganzuela"
"122",239995,3888,2,1,47,0,9,"�tico","Arganzuela"
"123",447000,3888,4,3,173,1,9,"Casa adosada","Arganzuela"
"124",695000,3888,2,2,104,0,9,"Piso","Arganzuela"
"125",830000,3888,4,3,240,1,9,"Piso","Arganzuela"
"126",450000,3888,4,2,120,0,9,"Casa o chalet","Arganzuela"
"127",379000,3888,3,2,140,1,9,"Piso","Arganzuela"
"128",700000,3888,4,3,144,1,9,"Piso","Arganzuela"
"129",398000,3888,1,1,89,0,9,"Piso","Arganzuela"
"130",269000,3888,4,2,125,0,9,"Piso","Arganzuela"
"131",82800,3888,1,1,27,0,9,"Piso","Arganzuela"
"132",422000,3888,2,2,83,1,9,"Piso","Arganzuela"
"133",375000,3888,3,2,116,1,9,"Piso","Arganzuela"
"134",109900,3888,3,1,62,0,9,"Piso","Arganzuela"
"135",590000,3888,3,2,112,1,9,"Piso","Arganzuela"
"136",155000,3888,2,1,40,0,9,"Piso","Arganzuela"
"137",325000,3888,1,1,60,1,9,"Piso","Arganzuela"
"138",225000,3888,2,1,44,0,9,"Piso","Arganzuela"
"139",195000,3888,3,1,98,1,9,"Piso","Arganzuela"
"140",239000,3888,3,2,114,0,9,"D�plex","Arganzuela"
"141",880000,3888,3,2,150,0,9,"Piso","Arganzuela"
"142",325000,3888,2,1,55,0,9,"Piso","Arganzuela"
"143",425000,3888,2,1,102,1,9,"�tico","Arganzuela"
"144",790000,3888,4,2,178,0,9,"Piso","Arganzuela"
"145",269000,3888,2,2,61,0,9,"Piso","Arganzuela"
"146",395000,3888,1,1,55,0,9,"Piso","Arganzuela"
"147",129000,3888,1,1,51,0,9,"Loft","Arganzuela"
"148",260000,3888,1,1,47,1,9,"Apartamento","Arganzuela"
"149",214000,3888,2,1,62,0,9,"Piso","Arganzuela"
"150",114000,3888,3,1,82,0,9,"Piso","Arganzuela"
"151",75500,3888,2,1,62,0,9,"Piso","Arganzuela"
"152",330000,3888,2,2,85,0,9,"Piso","Arganzuela"
"153",1850000,3888,8,4,260,0,9,"Casa o chalet","Arganzuela"
"154",140000,3888,3,1,74,0,9,"Piso","Arganzuela"
"155",195000,3888,1,1,33,0,9,"Piso","Arganzuela"
"156",213000,3888,4,2,110,0,9,"Piso","Arganzuela"
"157",125000,3888,3,1,75,0,9,"Piso","Arganzuela"
"158",385000,3888,3,1,85,1,9,"Piso","Arganzuela"
"159",250000,3888,1,1,59,0,9,"Piso","Arganzuela"
"160",376000,3888,3,2,84,0,9,"Piso","Arganzuela"
"161",1200000,3888,3,3,209,1,9,"Piso","Arganzuela"
"162",434500,3888,4,2,87,0,9,"Piso","Arganzuela"
"163",153000,3888,4,1,57,0,9,"Piso","Arganzuela"
"164",399990,3888,2,2,82,0,9,"Piso","Arganzuela"
"165",163000,3888,4,2,90,0,9,"Piso","Arganzuela"
"166",355000,3888,2,2,46,0,9,"Piso","Arganzuela"
"167",289000,3888,3,1,65,0,9,"Piso","Arganzuela"
"168",449000,3888,4,2,130,0,9,"Piso","Arganzuela"
"169",215000,3888,1,1,35,0,9,"Apartamento","Arganzuela"
"170",179000,3888,2,1,57,0,9,"Piso","Arganzuela"
"171",2295000,3888,5,5,385,1,9,"Piso","Arganzuela"
"172",490000,3888,1,1,70,0,9,"Piso","Arganzuela"
"173",346000,3888,3,1,72,0,9,"Piso","Arganzuela"
"174",470000,3888,3,2,127,0,9,"Piso","Arganzuela"
"175",84000,3888,3,1,69,0,9,"Piso","Arganzuela"
"176",283000,3888,2,2,92,1,9,"Piso","Arganzuela"
"177",117600,3888,1,1,57,0,9,"Piso","Arganzuela"
"178",81200,3888,2,1,61,0,9,"Piso","Arganzuela"
"179",485000,3888,4,3,206,1,9,"D�plex","Arganzuela"
"180",660000,3888,2,2,150,0,9,"Piso","Arganzuela"
"181",425000,3888,4,2,130,1,9,"Piso","Arganzuela"
"182",117000,3888,1,1,22,0,9,"Apartamento","Arganzuela"
"183",219000,3888,3,1,75,0,9,"Piso","Arganzuela"
"184",549000,3888,3,2,125,1,9,"Piso","Arganzuela"
"185",455000,3888,3,3,139,0,9,"D�plex","Arganzuela"
"186",870000,3888,2,2,156,0,9,"Piso","Arganzuela"
"187",180000,3888,3,1,58,0,9,"Piso","Arganzuela"
"188",584000,3888,6,2,217,1,9,"Casa o chalet","Arganzuela"
"189",207000,3888,22,1,63,0,9,"Piso","Arganzuela"
"190",175000,3888,2,1,62,0,9,"Piso","Arganzuela"
"191",465000,3888,3,2,115,0,9,"Piso","Arganzuela"
"192",265000,3888,3,1,70,0,9,"Piso","Arganzuela"
"193",2950000,3888,4,4,269,0,9,"Piso","Arganzuela"
"194",379900,3888,2,2,77,0,9,"Piso","Arganzuela"
"195",310000,3888,3,2,96,0,9,"Piso","Arganzuela"
"196",460000,3888,3,2,116,1,9,"�tico","Arganzuela"
"197",161000,3888,2,1,45,0,9,"Piso","Arganzuela"
"198",297000,3888,1,1,50,0,9,"Piso","Arganzuela"
"199",125000,3888,2,1,37,0,9,"Piso","Arganzuela"
"200",185000,3888,1,1,36,0,9,"D�plex","Arganzuela"
"201",325000,3888,1,1,72,0,9,"Apartamento","Arganzuela"
"202",240000,3888,1,1,51,0,9,"Piso","Arganzuela"
"203",830000,3888,3,3,189,0,9,"Piso","Arganzuela"
"204",242000,3888,1,2,65,0,9,"D�plex","Arganzuela"
"205",1190000,3888,3,2,138,0,9,"Piso","Arganzuela"
"206",210000,3888,3,1,59,0,9,"Piso","Arganzuela"
"207",160000,3888,1,1,53,0,9,"Piso","Arganzuela"
"208",329000,3888,3,1,91,0,9,"Piso","Arganzuela"
"209",585000,3888,2,3,114,0,9,"D�plex","Arganzuela"
"210",190600,3888,1,1,40,1,9,"Piso","Arganzuela"
"211",1950000,3888,4,5,251,1,9,"Piso","Arganzuela"
"212",795000,3888,4,3,177,0,9,"Piso","Arganzuela"
"213",550000,3888,3,2,147,0,9,"Piso","Arganzuela"
"214",1270000,3888,2,3,127,1,9,"Piso","Arganzuela"
"215",115000,3888,1,1,35,0,9,"Piso","Arganzuela"
"216",169500,3888,1,1,32,0,9,"Apartamento","Arganzuela"
"217",495000,3888,4,2,174,0,9,"Piso","Arganzuela"
"218",245000,3888,2,1,107,1,9,"�tico","Arganzuela"
"219",595000,3888,4,2,125,1,9,"Piso","Arganzuela"
"220",158000,3888,2,1,43,0,9,"Piso","Arganzuela"
"221",179000,3888,1,1,30,0,9,"Piso","Arganzuela"
"222",105000,3888,2,1,52,0,9,"Piso","Arganzuela"
"223",285000,3888,2,2,62,0,9,"Piso","Arganzuela"
"224",269000,3888,4,2,104,0,9,"Piso","Arganzuela"
"225",190600,3888,1,1,64,1,9,"Piso","Arganzuela"
"226",140000,3888,2,1,42,0,9,"Piso","Arganzuela"
"227",229000,3888,2,1,61,0,9,"Piso","Arganzuela"
"228",239000,3888,2,1,50,0,9,"Piso","Arganzuela"
"229",292000,3888,1,1,62,0,9,"Piso","Arganzuela"
"230",153800,3888,1,1,29,0,9,"Piso","Arganzuela"
"231",275000,3888,1,1,47,0,9,"Piso","Arganzuela"
"232",145000,3888,1,1,37,0,9,"Apartamento","Arganzuela"
"233",325000,3888,2,1,81,0,9,"Piso","Arganzuela"
"234",1172500,3888,4,3,335,1,9,"D�plex","Arganzuela"
"235",995000,3888,6,5,505,1,9,"Casa o chalet","Arganzuela"
"236",1950000,3888,5,6,314,0,9,"Piso","Arganzuela"
"237",430000,3888,3,2,113,1,9,"Piso","Arganzuela"
"238",370000,3888,3,1,85,0,9,"Piso","Arganzuela"
"239",253000,3888,1,1,46,1,9,"Piso","Arganzuela"
"240",152000,3888,1,1,55,0,9,"Piso","Arganzuela"
"241",679000,3888,4,2,157,0,9,"Piso","Arganzuela"
"242",145500,3888,2,1,40,0,9,"Piso","Arganzuela"
"243",1175000,3888,4,3,240,1,9,"Piso","Arganzuela"
"244",161200,3888,2,1,81,0,9,"Piso","Arganzuela"
"245",990000,3888,3,2,254,0,9,"Piso","Arganzuela"
"246",565000,3888,2,2,87,1,9,"�tico","Arganzuela"
"247",287370,3888,2,2,96,0,9,"�tico","Arganzuela"
"248",226000,3888,2,1,63,0,9,"Piso","Arganzuela"
"249",162000,3888,2,1,51,0,9,"Piso","Arganzuela"
"250",499000,3888,3,2,117,1,9,"Piso","Arganzuela"
"251",349000,3888,4,3,136,0,9,"Piso","Arganzuela"
"252",140000,3888,1,1,40,0,9,"Piso","Arganzuela"
"253",690000,3888,1,1,115,0,9,"Piso","Arganzuela"
"254",610000,3888,4,2,140,1,9,"Piso","Arganzuela"
"255",190000,3888,4,2,145,0,9,"D�plex","Arganzuela"
"256",750000,3888,4,2,130,0,9,"Piso","Arganzuela"
"257",90000,3888,1,1,54,0,9,"Piso","Arganzuela"
"258",144000,3888,2,1,74,0,9,"Piso","Arganzuela"
"259",365000,3888,3,2,85,0,9,"Piso","Arganzuela"
"260",1330000,3888,3,4,203,1,9,"Casa o chalet","Arganzuela"
"261",385000,3888,1,1,71,0,9,"Apartamento","Arganzuela"
"262",585000,3888,3,2,112,1,9,"Piso","Arganzuela"
"263",305000,3888,3,1,92,0,9,"Piso","Arganzuela"
"264",165990,3888,3,1,75,0,9,"Piso","Arganzuela"
"265",387700,3888,3,1,57,0,9,"Piso","Arganzuela"
"266",99000,3888,2,1,55,0,9,"Piso","Arganzuela"
"267",599000,3888,3,3,126,0,9,"Piso","Arganzuela"
"268",188000,3888,1,1,53,0,9,"Piso","Arganzuela"
"269",399000,3888,2,2,100,1,9,"Piso","Arganzuela"
"270",144000,3888,1,1,30,0,9,"Piso","Arganzuela"
"271",156000,3888,1,1,30,0,9,"Piso","Arganzuela"
"272",4350000,3888,5,5,404,0,9,"Piso","Arganzuela"
"273",145000,3888,2,1,57,0,9,"Piso","Arganzuela"
"274",430000,3888,3,1,91,0,9,"Piso","Arganzuela"
"275",1050000,3888,3,4,205,0,9,"Piso","Arganzuela"
"276",1400000,3888,4,3,245,1,9,"Piso","Arganzuela"
"277",249000,3888,3,1,80,0,9,"Piso","Arganzuela"
"278",265000,3888,3,1,72,0,9,"Piso","Arganzuela"
"279",153000,3888,3,2,110,0,9,"Piso","Arganzuela"
"280",399000,3888,1,1,103,0,9,"Piso","Arganzuela"
"281",130000,3888,3,1,54,0,9,"Piso","Arganzuela"
"282",156000,3888,1,1,40,1,9,"Apartamento","Arganzuela"
"283",465000,3888,5,1,136,0,9,"Piso","Arganzuela"
"284",199000,3888,2,1,55,0,9,"Piso","Arganzuela"
"285",324000,3888,2,1,56,0,9,"Piso","Arganzuela"
"286",1550000,3888,5,4,376,0,9,"Piso","Arganzuela"
"287",295000,3888,1,1,66,0,9,"Piso","Arganzuela"
"288",359000,3888,2,1,84,1,9,"Piso","Arganzuela"
"289",189000,3888,2,1,56,0,9,"Piso","Arganzuela"
"290",167000,3888,1,1,42,0,9,"Piso","Arganzuela"
"291",316000,3888,3,2,115,0,9,"Piso","Arganzuela"
"292",160000,3888,3,1,53,0,9,"Piso","Arganzuela"
"293",595000,3888,4,2,134,1,9,"Piso","Arganzuela"
"294",143000,3888,2,1,58,0,9,"Piso","Arganzuela"
"295",178000,3888,3,1,91,0,9,"Piso","Arganzuela"
"296",357000,3888,1,1,59,0,9,"Piso","Arganzuela"
"297",639000,3888,3,2,116,0,9,"Piso","Arganzuela"
"298",269000,3888,2,2,80,0,9,"Piso","Arganzuela"
"299",234900,3888,1,2,75,0,9,"Piso","Arganzuela"
"300",345000,3888,1,1,83,0,9,"Apartamento","Arganzuela"
"301",530000,3888,3,2,136,1,9,"Piso","Arganzuela"
"302",1300000,3888,1,1,50,0,9,"Piso","Arganzuela"
"303",385000,3888,2,2,77,1,9,"Piso","Arganzuela"
"304",175000,3888,2,1,41,0,9,"Piso","Arganzuela"
"305",1150000,3888,2,3,116,0,9,"Piso","Arganzuela"
"306",442000,3888,3,2,139,0,9,"D�plex","Arganzuela"
"307",141000,3888,2,1,61,0,9,"Piso","Arganzuela"
"308",366400,3888,3,1,82,0,9,"Piso","Arganzuela"
"309",620000,3888,2,1,90,1,9,"�tico","Arganzuela"
"310",770000,3888,2,1,115,0,9,"D�plex","Arganzuela"
"311",370000,3888,2,2,100,0,9,"Piso","Arganzuela"
"312",900000,3888,3,3,193,0,9,"Piso","Arganzuela"
"313",225570,3888,1,1,47,0,9,"Piso","Arganzuela"
"314",219900,3888,1,1,41,0,9,"Piso","Arganzuela"
"315",159000,3888,2,1,44,0,9,"Piso","Arganzuela"
"316",139000,3888,3,1,60,0,9,"Piso","Arganzuela"
"317",285000,3888,2,1,70,0,9,"Piso","Arganzuela"
"318",650000,3888,2,2,120,0,9,"Piso","Arganzuela"
"319",219000,3888,2,1,44,0,9,"Piso","Arganzuela"
"320",1490000,3888,6,8,450,1,9,"Casa o chalet","Arganzuela"
"321",210000,3888,3,1,58,0,9,"Piso","Arganzuela"
"322",700000,3888,3,3,272,0,9,"Casa adosada","Arganzuela"
"323",499000,3888,3,2,137,0,9,"Piso","Arganzuela"
"324",369000,3888,2,2,112,1,9,"Piso","Arganzuela"
"325",2700000,3888,3,4,431,1,9,"Casa adosada","Arganzuela"
"326",345000,3888,2,2,119,1,9,"Piso","Arganzuela"
"327",177000,3888,2,1,56,0,9,"Piso","Arganzuela"
"328",210000,3888,2,1,64,0,9,"Piso","Arganzuela"
"329",234900,3888,2,1,55,0,9,"Piso","Arganzuela"
"330",430000,3888,3,2,89,1,9,"Piso","Arganzuela"
"331",460000,3888,3,2,117,0,9,"Piso","Arganzuela"
"332",218000,3888,1,1,41,1,9,"Piso","Arganzuela"
"333",150000,3888,3,2,95,0,9,"Piso","Arganzuela"
"334",1050000,3888,3,3,148,0,9,"�tico","Arganzuela"
"335",435000,3888,2,1,60,0,9,"Piso","Arganzuela"
"336",235000,3888,2,1,50,0,9,"Piso","Arganzuela"
"337",1120000,3888,5,4,361,1,9,"Casa adosada","Arganzuela"
"338",159000,3888,1,1,29,0,9,"Apartamento","Arganzuela"
"339",175000,3888,1,1,50,1,9,"Piso","Arganzuela"
"340",160000,3888,3,1,88,0,9,"Piso","Arganzuela"
"341",380000,3888,3,2,85,0,9,"Piso","Arganzuela"
"342",136500,3888,2,1,60,0,9,"Piso","Arganzuela"
"343",175000,3888,2,1,39,0,9,"Piso","Arganzuela"
"344",162500,3888,2,1,54,0,9,"Piso","Arganzuela"
"345",148900,3888,1,1,37,0,9,"Piso","Arganzuela"
"346",350000,3888,2,2,91,0,9,"Piso","Arganzuela"
"347",215000,3888,2,1,72,0,9,"Piso","Arganzuela"
"348",1599000,3888,3,4,220,0,9,"Piso","Arganzuela"
"349",120000,3888,2,1,58,0,9,"Piso","Arganzuela"
"350",160000,3888,1,1,35,0,9,"Apartamento","Arganzuela"
"351",235000,3888,4,2,107,0,9,"Piso","Arganzuela"
"352",540000,3888,3,2,121,1,9,"Piso","Arganzuela"
"353",185000,3888,2,1,50,0,9,"Piso","Arganzuela"
"354",229000,3888,3,1,90,0,9,"Piso","Arganzuela"
"355",330000,3888,2,1,71,0,9,"Piso","Arganzuela"
"356",570000,3888,2,2,101,0,9,"Piso","Arganzuela"
"357",425000,3888,3,2,77,0,9,"Piso","Arganzuela"
"358",175000,3888,2,1,70,0,9,"Piso","Arganzuela"
"359",291000,3888,3,1,90,1,9,"Piso","Arganzuela"
"360",215000,3888,3,1,83,0,9,"Piso","Arganzuela"
"361",625000,3147,3,2,107,1,5,"Piso","Barajas"
"362",294000,3147,3,2,120,1,5,"Piso","Barajas"
"363",399000,3147,2,1,106,1,5,"Piso","Barajas"
"364",780000,3147,7,4,270,1,5,"Casa adosada","Barajas"
"365",287330,3147,2,2,100,0,5,"�tico","Barajas"
"366",1490000,3147,5,6,400,1,5,"Casa adosada","Barajas"
"367",349000,3147,3,1,88,0,5,"Piso","Barajas"
"368",780000,3147,6,4,223,1,5,"Casa o chalet","Barajas"
"369",625000,3147,3,2,123,1,5,"Piso","Barajas"
"370",780000,3147,3,3,176,1,5,"Piso","Barajas"
"371",172000,3147,1,1,53,0,5,"Piso","Barajas"
"372",995000,3147,5,6,473,1,5,"Casa o chalet","Barajas"
"373",280000,3147,1,1,47,1,5,"�tico","Barajas"
"374",60000,3147,3,1,41,0,5,"Piso","Barajas"
"375",260000,3147,1,1,80,0,5,"Piso","Barajas"
"376",94900,3147,1,1,31,0,5,"Piso","Barajas"
"377",450000,3147,2,2,115,1,5,"Piso","Barajas"
"378",220000,3147,1,2,56,1,5,"D�plex","Barajas"
"379",290000,3147,2,1,71,0,5,"Piso","Barajas"
"380",269000,3147,3,1,119,1,5,"Piso","Barajas"
"381",515000,3147,3,2,135,1,5,"Piso","Barajas"
"382",360000,3147,2,1,70,0,5,"Piso","Barajas"
"383",235000,3147,3,1,94,0,5,"Piso","Barajas"
"384",880000,3147,5,5,350,1,5,"Casa adosada","Barajas"
"385",280000,3147,2,2,70,1,5,"Piso","Barajas"
"386",395000,3147,3,2,104,0,5,"Piso","Barajas"
"387",650000,3147,4,4,348,1,5,"Casa adosada","Barajas"
"388",898000,3147,3,2,138,0,5,"Piso","Barajas"
"389",309500,3147,3,2,108,1,5,"Piso","Barajas"
"390",554000,3147,4,3,158,1,5,"Piso","Barajas"
"391",820000,3147,5,3,297,1,5,"Casa adosada","Barajas"
"392",275000,3147,2,2,70,1,5,"Piso","Barajas"
"393",262000,3147,3,2,92,0,5,"Piso","Barajas"
"394",164500,3147,3,1,51,0,5,"Piso","Barajas"
"395",567000,3147,4,2,158,1,5,"Piso","Barajas"
"396",169000,3147,2,1,66,0,5,"Piso","Barajas"
"397",195000,3147,3,1,81,0,5,"Piso","Barajas"
"398",270000,3147,3,1,97,0,5,"Piso","Barajas"
"399",2800000,3147,5,6,788,1,5,"Casa o chalet","Barajas"
"400",796000,3147,4,3,286,1,5,"Casa o chalet","Barajas"
"401",120000,3147,2,1,42,0,5,"Piso","Barajas"
"402",435000,3147,2,1,61,0,5,"Piso","Barajas"
"403",255000,3147,1,1,61,1,5,"Piso","Barajas"
"404",194000,3147,4,2,94,0,5,"Piso","Barajas"
"405",455000,3147,3,2,130,1,5,"Piso","Barajas"
"406",550000,3147,2,2,100,0,5,"Piso","Barajas"
"407",177000,3147,3,1,87,0,5,"Piso","Barajas"
"408",220000,3147,3,1,82,0,5,"Piso","Barajas"
"409",715000,3147,5,4,233,1,5,"Casa o chalet","Barajas"
"410",140000,3147,3,1,65,0,5,"Piso","Barajas"
"411",742000,3147,4,3,296,1,5,"Casa adosada","Barajas"
"412",800000,3147,3,2,128,0,5,"Piso","Barajas"
"413",460000,3147,2,2,97,1,5,"Piso","Barajas"
"414",85000,3147,3,1,66,0,5,"Piso","Barajas"
"415",334250,3147,1,2,53,0,5,"�tico","Barajas"
"416",345000,3147,3,2,109,1,5,"Piso","Barajas"
"417",1750000,3147,3,3,170,0,5,"Piso","Barajas"
"418",140000,3147,2,1,52,0,5,"Piso","Barajas"
"419",389000,3147,3,2,110,1,5,"Piso","Barajas"
"420",350900,3147,1,1,68,1,5,"Piso","Barajas"
"421",238000,3147,3,1,69,0,5,"Piso","Barajas"
"422",139990,3147,2,1,64,0,5,"Piso","Barajas"
"423",575000,3147,3,2,122,1,5,"Piso","Barajas"
"424",690000,3147,3,2,153,1,5,"�tico","Barajas"
"425",675000,3147,3,2,125,0,5,"Piso","Barajas"
"426",1133000,3147,5,6,258,1,5,"Casa adosada","Barajas"
"427",480000,3147,3,1,110,0,5,"Piso","Barajas"
"428",150000,3147,2,1,27,0,5,"Apartamento","Barajas"
"429",134900,3147,3,1,69,0,5,"Piso","Barajas"
"430",270000,3147,1,1,54,0,5,"Piso","Barajas"
"431",250000,3147,3,3,100,0,5,"Piso","Barajas"
"432",798900,3147,4,3,262,1,5,"Casa adosada","Barajas"
"433",750000,3147,2,2,107,1,5,"Piso","Barajas"
"434",229000,3147,4,2,85,0,5,"Casa o chalet","Barajas"
