Precio,Distrito,Tipo,Habitaciones,Aseos,Superficie,Planta,Parking,URL
1550000,Salamanca,Piso,3,4,211,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-se-aceptan-mascotas/158606624/d
560000,Centro,Piso,2,2,103,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/158230713/d
1230000,Hortaleza,Piso,4,5,361,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-jardin-terraza-ascensor-piscina/158576232/d
900000,Salamanca,Piso,2,2,126,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor-no-amueblado/150069872/d
520000,Salamanca,Piso,3,1,80,6,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/158129999/d
175000,Vicálvaro,Piso,2,1,73,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-zona-comunitaria/156231201/d
1195000,Chamartín,Piso,3,4,207,3,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-parking-television-internet/157637084/d
595000,Chamberí,Piso,3,2,130,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/158154293/d
196500,Chamberí,Piso,2,1,73,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-patio-se-aceptan-mascotas-internet/158603062/d
498000,Chamartín,Piso,1,1,75,7,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-zona-comunitaria-ascensor-se-aceptan-mascotas-internet-no-amueblado/158603065/d
196500,Chamberí,Piso,2,1,64,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/158542777/d
320000,Centro,Piso,3,2,62,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/157716226/d
449000,Chamartín,Piso,1,1,68,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/156366086/d
239000,Carabanchel,Dúplex,3,2,114,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/158496854/d
185000,Usera,Piso,4,2,101,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-zona-comunitaria-ascensor-amueblado-television/157945214/d
262500,Puente de Vallecas,Ático,4,2,135,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza/155806863/d
256000,Fuencarral,Piso,1,1,62,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-zona-comunitaria-ascensor-piscina/158393732/d
162000,Carabanchel,Piso,2,2,82,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-jardin-piscina-piscina/157214862/d
140000,Carabanchel,Piso,2,1,52,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/158966597/d
395000,Barajas,Piso,3,2,104,6,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-piscina/158967246/d
220000,Carabanchel,Piso,3,2,90,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-parking/158967119/d
110000,Puente de Vallecas,Piso,2,1,50,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/158965520/d
127400,Carabanchel,Piso,2,1,70,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/vista-alegre/158973110/d
136000,Latina,Piso,3,1,68,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-terraza/158973877/d
210000,Latina,Piso,2,1,75,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza-ascensor/158968767/d
2400000,Salamanca,Piso,3,5,218,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/recoletos/158970587/d
185000,Villaverde,Piso,4,2,122,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-parking/156909012/d
296000,Salamanca,Piso,3,1,67,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor-patio/152206614/d
799000,Moncloa,Piso,3,2,163,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/158506551/d
825000,Centro,Piso,3,2,153,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-trastero-ascensor/156729067/d
2150000,San Blas,Apartamento,2,2,93,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-zona-comunitaria-ascensor-amueblado-piscina/158609280/d
110000,Vicálvaro,Piso,2,1,62,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/156460858/d
1550000,Salamanca,Piso,3,4,211,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-se-aceptan-mascotas/158606624/d
560000,Centro,Piso,2,2,103,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/158230713/d
1230000,Hortaleza,Piso,4,5,361,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-jardin-terraza-ascensor-piscina/158576232/d
900000,Salamanca,Piso,2,2,126,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor-no-amueblado/150069872/d
520000,Salamanca,Piso,3,1,80,6,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/158129999/d
175000,Vicálvaro,Piso,2,1,73,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-zona-comunitaria/156231201/d
1195000,Chamartín,Piso,3,4,207,3,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-parking-television-internet/157637084/d
595000,Chamberí,Piso,3,2,130,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/158154293/d
196500,Chamberí,Piso,2,1,73,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-patio-se-aceptan-mascotas-internet/158603062/d
498000,Chamartín,Piso,1,1,75,7,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-zona-comunitaria-ascensor-se-aceptan-mascotas-internet-no-amueblado/158603065/d
196500,Chamberí,Piso,2,1,64,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/158542777/d
320000,Centro,Piso,3,2,62,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/157716226/d
449000,Chamartín,Piso,1,1,68,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/156366086/d
239000,Carabanchel,Dúplex,3,2,114,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/158496854/d
185000,Usera,Piso,4,2,101,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-zona-comunitaria-ascensor-amueblado-television/157945214/d
262500,Puente de Vallecas,Ático,4,2,135,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza/155806863/d
140000,Carabanchel,Piso,2,1,52,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/158966597/d
220000,Carabanchel,Piso,3,2,90,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-parking/158967119/d
110000,Puente de Vallecas,Piso,2,1,50,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/158965520/d
127400,Carabanchel,Piso,2,1,70,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/vista-alegre/158973110/d
136000,Latina,Piso,3,1,68,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-terraza/158973877/d
210000,Latina,Piso,2,1,75,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza-ascensor/158968767/d
2400000,Salamanca,Piso,3,5,218,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/recoletos/158970587/d
185000,Villaverde,Piso,4,2,122,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-parking/156909012/d
296000,Salamanca,Piso,3,1,67,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor-patio/152206614/d
2150000,San Blas,Apartamento,2,2,93,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-zona-comunitaria-ascensor-amueblado-piscina/158609280/d
825000,Centro,Piso,3,2,153,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-trastero-ascensor/156729067/d
799000,Moncloa,Piso,3,2,163,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/158506551/d
110000,Vicálvaro,Piso,2,1,62,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/156460858/d
1550000,Salamanca,Piso,3,4,211,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-se-aceptan-mascotas/158606624/d
560000,Centro,Piso,2,2,103,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/158230713/d
900000,Salamanca,Piso,2,2,126,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor-no-amueblado/150069872/d
1230000,Hortaleza,Piso,4,5,361,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-jardin-terraza-ascensor-piscina/158576232/d
520000,Salamanca,Piso,3,1,80,6,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/158129999/d
1195000,Chamartín,Piso,3,4,207,3,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-parking-television-internet/157637084/d
175000,Vicálvaro,Piso,2,1,73,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-zona-comunitaria/156231201/d
595000,Chamberí,Piso,3,2,130,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/158154293/d
196500,Chamberí,Piso,2,1,73,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-patio-se-aceptan-mascotas-internet/158603062/d
498000,Chamartín,Piso,1,1,75,7,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-zona-comunitaria-ascensor-se-aceptan-mascotas-internet-no-amueblado/158603065/d
196500,Chamberí,Piso,2,1,64,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/158542777/d
239000,Carabanchel,Dúplex,3,2,114,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/158496854/d
320000,Centro,Piso,3,2,62,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/157716226/d
449000,Chamartín,Piso,1,1,68,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/156366086/d
185000,Usera,Piso,4,2,101,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-zona-comunitaria-ascensor-amueblado-television/157945214/d
262500,Puente de Vallecas,Ático,4,2,135,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza/155806863/d
256000,Fuencarral,Piso,1,1,62,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-zona-comunitaria-ascensor-piscina/158393732/d
140000,Puente de Vallecas,Piso,3,1,83,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-amueblado/158972658/d
140000,Carabanchel,Piso,2,1,52,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/158966597/d
395000,Barajas,Piso,3,2,104,6,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-piscina/158967246/d
220000,Carabanchel,Piso,3,2,90,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-parking/158967119/d
110000,Puente de Vallecas,Piso,2,1,50,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/158965520/d
127400,Carabanchel,Piso,2,1,70,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/vista-alegre/158973110/d
136000,Latina,Piso,3,1,68,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-terraza/158973877/d
210000,Latina,Piso,2,1,75,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza-ascensor/158968767/d
2400000,Salamanca,Piso,3,5,218,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/recoletos/158970587/d
185000,Villaverde,Piso,4,2,122,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-parking/156909012/d
296000,Salamanca,Piso,3,1,67,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor-patio/152206614/d
799000,Moncloa,Piso,3,2,163,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/158506551/d
825000,Centro,Piso,3,2,153,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-trastero-ascensor/156729067/d
2150000,San Blas,Apartamento,2,2,93,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-zona-comunitaria-ascensor-amueblado-piscina/158609280/d
110000,Vicálvaro,Piso,2,1,62,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/156460858/d
1550000,Salamanca,Piso,3,4,211,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-se-aceptan-mascotas/158606624/d
560000,Centro,Piso,2,2,103,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/158230713/d
1230000,Hortaleza,Piso,4,5,361,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-jardin-terraza-ascensor-piscina/158576232/d
900000,Salamanca,Piso,2,2,126,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor-no-amueblado/150069872/d
520000,Salamanca,Piso,3,1,80,6,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/158129999/d
175000,Vicálvaro,Piso,2,1,73,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-zona-comunitaria/156231201/d
1195000,Chamartín,Piso,3,4,207,3,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-parking-television-internet/157637084/d
595000,Chamberí,Piso,3,2,130,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/158154293/d
196500,Chamberí,Piso,2,1,73,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-patio-se-aceptan-mascotas-internet/158603062/d
498000,Chamartín,Piso,1,1,75,7,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-zona-comunitaria-ascensor-se-aceptan-mascotas-internet-no-amueblado/158603065/d
196500,Chamberí,Piso,2,1,64,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/158542777/d
320000,Centro,Piso,3,2,62,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/157716226/d
449000,Chamartín,Piso,1,1,68,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/156366086/d
239000,Carabanchel,Dúplex,3,2,114,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/158496854/d
185000,Usera,Piso,4,2,101,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-zona-comunitaria-ascensor-amueblado-television/157945214/d
1750000,Salamanca,Piso,,3,172,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/158974815/d
140000,Puente de Vallecas,Piso,3,1,83,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-amueblado/158972658/d
395000,Barajas,Piso,3,2,104,6,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-piscina/158967246/d
140000,Carabanchel,Piso,2,1,52,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/158966597/d
220000,Carabanchel,Piso,3,2,90,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-parking/158967119/d
110000,Puente de Vallecas,Piso,2,1,50,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/158965520/d
127400,Carabanchel,Piso,2,1,70,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/vista-alegre/158973110/d
136000,Latina,Piso,3,1,68,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-terraza/158973877/d
210000,Latina,Piso,2,1,75,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza-ascensor/158968767/d
2400000,Salamanca,Piso,3,5,218,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/recoletos/158970587/d
185000,Villaverde,Piso,4,2,122,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-parking/156909012/d
296000,Salamanca,Piso,3,1,67,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor-patio/152206614/d
2150000,San Blas,Apartamento,2,2,93,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-zona-comunitaria-ascensor-amueblado-piscina/158609280/d
825000,Centro,Piso,3,2,153,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-trastero-ascensor/156729067/d
799000,Moncloa,Piso,3,2,163,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/158506551/d
110000,Vicálvaro,Piso,2,1,62,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/156460858/d
1550000,Salamanca,Piso,3,4,211,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-se-aceptan-mascotas/158606624/d
560000,Centro,Piso,2,2,103,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/158230713/d
900000,Salamanca,Piso,2,2,126,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor-no-amueblado/150069872/d
1230000,Hortaleza,Piso,4,5,361,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-jardin-terraza-ascensor-piscina/158576232/d
520000,Salamanca,Piso,3,1,80,6,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/158129999/d
1195000,Chamartín,Piso,3,4,207,3,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-parking-television-internet/157637084/d
175000,Vicálvaro,Piso,2,1,73,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-zona-comunitaria/156231201/d
595000,Chamberí,Piso,3,2,130,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/158154293/d
196500,Chamberí,Piso,2,1,73,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-patio-se-aceptan-mascotas-internet/158603062/d
498000,Chamartín,Piso,1,1,75,7,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-zona-comunitaria-ascensor-se-aceptan-mascotas-internet-no-amueblado/158603065/d
196500,Chamberí,Piso,2,1,64,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/158542777/d
239000,Carabanchel,Dúplex,3,2,114,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/158496854/d
320000,Centro,Piso,3,2,62,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/157716226/d
449000,Chamartín,Piso,1,1,68,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/156366086/d
285000,Retiro,Apartamento,1,1,42,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-ascensor-no-amueblado/158075717/d
190000,San Blas,Piso,2,1,88,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/rejas/158565467/d
139000,Vicálvaro,Piso,2,1,60,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza/158967127/d
1750000,Salamanca,Piso,,3,172,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/158974815/d
140000,Puente de Vallecas,Piso,3,1,83,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-amueblado/158972658/d
140000,Carabanchel,Piso,2,1,52,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/158966597/d
395000,Barajas,Piso,3,2,104,6,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-piscina/158967246/d
220000,Carabanchel,Piso,3,2,90,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-parking/158967119/d
110000,Puente de Vallecas,Piso,2,1,50,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/158965520/d
127400,Carabanchel,Piso,2,1,70,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/vista-alegre/158973110/d
136000,Latina,Piso,3,1,68,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-terraza/158973877/d
210000,Latina,Piso,2,1,75,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza-ascensor/158968767/d
2400000,Salamanca,Piso,3,5,218,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/recoletos/158970587/d
185000,Villaverde,Piso,4,2,122,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-parking/156909012/d
296000,Salamanca,Piso,3,1,67,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor-patio/152206614/d
799000,Moncloa,Piso,3,2,163,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/158506551/d
825000,Centro,Piso,3,2,153,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-trastero-ascensor/156729067/d
2150000,San Blas,Apartamento,2,2,93,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-zona-comunitaria-ascensor-amueblado-piscina/158609280/d
110000,Vicálvaro,Piso,2,1,62,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/156460858/d
1550000,Salamanca,Piso,3,4,211,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-se-aceptan-mascotas/158606624/d
560000,Centro,Piso,2,2,103,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/158230713/d
1230000,Hortaleza,Piso,4,5,361,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-jardin-terraza-ascensor-piscina/158576232/d
900000,Salamanca,Piso,2,2,126,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor-no-amueblado/150069872/d
520000,Salamanca,Piso,3,1,80,6,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/158129999/d
175000,Vicálvaro,Piso,2,1,73,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-zona-comunitaria/156231201/d
1195000,Chamartín,Piso,3,4,207,3,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-parking-television-internet/157637084/d
595000,Chamberí,Piso,3,2,130,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/158154293/d
196500,Chamberí,Piso,2,1,73,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-patio-se-aceptan-mascotas-internet/158603062/d
498000,Chamartín,Piso,1,1,75,7,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-zona-comunitaria-ascensor-se-aceptan-mascotas-internet-no-amueblado/158603065/d
196500,Chamberí,Piso,2,1,64,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/158542777/d
285000,Retiro,Apartamento,1,1,42,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-ascensor-no-amueblado/158075717/d
190000,San Blas,Piso,2,1,88,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/rejas/158565467/d
139000,Vicálvaro,Piso,2,1,60,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza/158967127/d
1750000,Salamanca,Piso,,3,172,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/158974815/d
140000,Puente de Vallecas,Piso,3,1,83,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-amueblado/158972658/d
140000,Carabanchel,Piso,2,1,52,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/158966597/d
395000,Barajas,Piso,3,2,104,6,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-piscina/158967246/d
220000,Carabanchel,Piso,3,2,90,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-parking/158967119/d
110000,Puente de Vallecas,Piso,2,1,50,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/158965520/d
127400,Carabanchel,Piso,2,1,70,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/vista-alegre/158973110/d
136000,Latina,Piso,3,1,68,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-terraza/158973877/d
210000,Latina,Piso,2,1,75,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza-ascensor/158968767/d
2400000,Salamanca,Piso,3,5,218,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/recoletos/158970587/d
185000,Villaverde,Piso,4,2,122,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-parking/156909012/d
