Precio,Distrito,Tipo,Habitaciones,Aseos,Superficie,Planta,Parking,URL
230000,Ciudad Lineal,Piso,3,1,80,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/158653403/d
320000,Ciudad Lineal,Piso,3,1,85,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor/159286092/d
385000,Chamartín,Piso,3,1,88,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/158974407/d
601000,Chamartín,Piso,4,3,187,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-terraza-ascensor/159265023/d
820000,Ciudad Lineal,Ático,3,3,176,15,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-zona-comunitaria-ascensor-piscina/156392925/d
350000,Latina,Piso,4,2,97,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/159286525/d
151000,Puente de Vallecas,Piso,2,1,60,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aluche/158551717/d
125000,Chamartín,Piso,2,1,70,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza/156471988/d
270500,Centro,Piso,2,1,62,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-amueblado-no-amueblado/159028389/d
490000,Moncloa,Piso,5,1,139,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/trastero-no-amueblado/158870197/d
1500000,Vicálvaro,Casa o chalet,6,6,606,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-patio-piscina/159113993/d
320000,Moncloa,Piso,3,2,110,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-trastero-ascensor-parking/159004566/d
550000,Salamanca,Piso,3,2,108,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor-parking/159292765/d
870000,Centro,Piso,3,3,125,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-no-amueblado/159292714/d
185000,Barajas,Piso,1,1,48,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-no-amueblado/159292710/d
194000,Barajas,Piso,3,1,74,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza/158467328/d
143000,Hortaleza,Piso,2,1,53,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion/159230224/d
330000,Hortaleza,Piso,2,1,90,4,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor-piscina/157462811/d
94000,Puente de Vallecas,Piso,1,1,38,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/pinar-del-rey/158357194/d
78000,Chamartín,Piso,1,1,44,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/numancia/158357637/d
330000,Salamanca,Piso,2,2,86,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor-amueblado/158808454/d
4350000,Arganzuela,Piso,5,5,404,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza/154827509/d
480000,Usera,Piso,3,2,110,3,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-ascensor-no-amueblado/157690481/d
230000,Latina,Piso,2,1,90,7,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/159292296/d
269000,Arganzuela,Piso,4,2,125,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza-ascensor/159292251/d
126000,Puente de Vallecas,Piso,1,1,39,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-amueblado/159292206/d
145000,Latina,Piso,1,1,30,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-amueblado/158656186/d
1280000,Salamanca,Piso,3,2,170,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/158932021/d
105000,Latina,Piso,3,1,53,6,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/se-aceptan-mascotas-no-amueblado/158638619/d
320000,Tetuán,Piso,1,1,67,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/156622872/d
590000,Tetuán,Piso,3,2,127,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-no-amueblado/157288464/d
259000,San Blas,Loft,1,2,121,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/parking-terraza-no-amueblado/158056673/d
315000,Centro,Apartamento,2,1,65,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/158063515/d
600000,Centro,Piso,2,2,135,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-trastero-ascensor-no-amueblado/158064991/d
330000,Centro,Apartamento,2,1,65,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-amueblado/158057329/d
795000,Centro,Piso,2,2,125,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-no-amueblado/158075193/d
210000,Chamberí,Apartamento,,1,34,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-piscina-amueblado/156569809/d
785000,Chamberí,Piso,,3,177,3,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor-no-amueblado/158419950/d
1840000,Chamartín,Piso,3,4,260,4,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-ascensor-no-amueblado/156621611/d
3200000,Salamanca,Piso,4,4,479,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/parking-terraza-trastero-ascensor-piscina-no-amueblado/158417126/d
975000,Salamanca,Piso,3,2,165,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-parking-no-amueblado/157166364/d
1120000,Fuencarral,Piso,3,2,135,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-no-amueblado/158108817/d
495000,Moncloa,Piso,3,2,110,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin-terraza-ascensor-no-amueblado/156560039/d
450000,Arganzuela,Apartamento,2,1,92,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-amueblado/158140369/d
230000,Chamartín,Piso,3,1,73,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/piscina-no-amueblado/156447694/d
975000,Chamberí,Piso,5,3,182,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-trastero-ascensor-no-amueblado/156557906/d
500000,Chamberí,Piso,2,2,89,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-no-amueblado/158051979/d
2580000,Salamanca,Ático,4,5,257,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-trastero-ascensor-piscina-no-amueblado/156621641/d
275000,Moncloa,Apartamento,1,2,45,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-patio-amueblado/157952169/d
1285000,Chamberí,Piso,,2,163,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor-piscina-amueblado/158073996/d
1089000,San Blas,Piso,4,3,234,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor-no-amueblado/156621880/d
895000,Retiro,Casa adosada,6,4,336,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-patio-piscina-no-amueblado/157282365/d
570000,Salamanca,Piso,4,1,111,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-no-amueblado/156693120/d
3200000,Tetuán,Piso,10,4,372,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-terraza-trastero-ascensor-no-amueblado/157086751/d
199000,Salamanca,Piso,2,1,76,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-amueblado/157085017/d
1550000,Salamanca,Piso,5,3,241,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor-no-amueblado/157073347/d
499000,Hortaleza,Piso,4,4,227,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-no-amueblado/158693408/d
580000,Chamberí,Piso,2,2,120,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/156648321/d
998000,Moncloa,Piso,4,3,212,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-trastero-ascensor-piscina-no-amueblado/158588346/d
550000,Retiro,Piso,4,3,157,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-trastero-ascensor-no-amueblado/156526373/d
815000,Ciudad Lineal,Piso,4,2,233,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-ascensor-piscina-no-amueblado/156635239/d
715000,Moncloa,Casa adosada,5,3,383,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-jardin-terraza-no-amueblado/157438764/d
645000,Chamberí,Piso,2,3,135,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/156552328/d
835000,Retiro,Piso,6,3,258,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-jardin-terraza-trastero-patio-no-amueblado/156457801/d
1490000,Salamanca,Piso,4,2,218,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-piscina-amueblado/156693121/d
690000,Centro,Apartamento,2,3,111,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/156700929/d
700000,Centro,Piso,2,1,141,4,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-ascensor-piscina-no-amueblado/157149825/d
940000,Carabanchel,Piso,5,5,166,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157084927/d
99000,Tetuán,Piso,2,1,38,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/158231124/d
499000,Arganzuela,Piso,1,1,79,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-ascensor-amueblado/156700905/d
315000,Centro,Apartamento,1,1,63,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-piscina-no-amueblado/158584893/d
495000,Moncloa,Piso,3,2,107,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor-no-amueblado/158692637/d
895000,Chamberí,Casa adosada,4,5,338,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-piscina-amueblado/156700928/d
425000,Retiro,Piso,1,1,77,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/156422322/d
698000,Moncloa,Ático,3,2,115,8,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-no-amueblado/156411379/d
550000,Chamartín,Piso,3,2,90,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/156399769/d
1220000,Moncloa,Ático,3,3,206,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-terraza-trastero-ascensor-piscina-no-amueblado/156461746/d
1172000,Chamartín,Piso,3,2,189,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-no-amueblado/156518650/d
2295000,Arganzuela,Piso,5,5,385,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-terraza-trastero-ascensor-patio-no-amueblado/156526881/d
207000,Arganzuela,Piso,22,1,63,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/imperial/158282264/d
295000,Chamartín,Piso,2,1,44,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor-amueblado/158899013/d
490000,San Blas,Piso,3,2,149,6,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-jardin-terraza-ascensor-piscina-piscina/153066580/d
620000,Salamanca,Piso,2,2,139,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza/159291970/d
133000,Ciudad Lineal,Piso,2,1,75,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ventas/158853011/d
139400,Carabanchel,Piso,3,1,120,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/abrantes/158269668/d
146000,Villa de Vallecas,Piso,1,1,50,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/parking-trastero-piscina/156198089/d
495000,Salamanca,Piso,1,1,80,11,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/castellana/158437741/d
248600,Vicálvaro,Dúplex,3,2,96,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/159175745/d
146500,Ciudad Lineal,Piso,3,1,73,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/pueblo-nuevo/158831435/d
125500,Villaverde,Piso,3,1,75,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/butarque/157137277/d
103000,Salamanca,Piso,3,1,67,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza/157617193/d
315000,San Blas,Ático,2,1,70,9,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza-ascensor-patio/158631003/d
135000,Latina,Piso,1,1,50,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor-piscina-piscina/157896698/d
194100,Carabanchel,Piso,1,1,70,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza-trastero-ascensor/157830853/d
79000,Chamartín,Piso,2,1,52,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/no-amueblado/157739968/d
449000,San Blas,Piso,1,1,68,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-ascensor/156104206/d
350000,Ciudad Lineal,Piso,2,2,91,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-zona-comunitaria-ascensor-piscina/154406911/d
116000,San Blas,Piso,2,1,36,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/valdeacederas/157617072/d
71000,Tetuán,Piso,2,1,47,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/simancas/152154223/d
575000,Villaverde,Piso,4,2,138,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/152767531/d
112000,Villaverde,Piso,3,1,63,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza/157617194/d
79000,Chamartín,Piso,3,1,67,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/no-amueblado/158153865/d
138000,Chamartín,Piso,3,1,72,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/vista-alegre/157137269/d
247000,Carabanchel,Piso,2,,133,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-jardin-terraza/153621277/d
450000,Chamberí,Piso,4,2,102,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/zona-comunitaria-ascensor/156944735/d
290000,Latina,Piso,2,1,87,6,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado-parking/158694458/d
186000,Villaverde,Piso,3,1,60,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/san-andres-de-villaverde/159291656/d
145200,Villaverde,Piso,2,1,80,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor/159291645/d
129000,Puente de Vallecas,Piso,2,1,58,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion/159291589/d
149500,Carabanchel,Piso,3,1,78,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza/159291583/d
76000,Puente de Vallecas,Piso,2,1,37,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/san-diego/159291561/d
2300000,Ciudad Lineal,Piso,3,3,191,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor-amueblado/157926075/d
100000,Salamanca,Piso,2,1,25,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion/159291457/d
650000,San Blas,Casa o chalet,5,3,139,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion/159291455/d
123500,Vicálvaro,Piso,2,1,48,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/simancas/159291420/d
148500,Villaverde,Piso,3,1,68,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ambroz/159291418/d
99000,Hortaleza,Piso,3,1,55,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/los-angeles/159291393/d
269000,Chamberí,Piso,3,1,90,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza/158930017/d
644730,Chamberí,Piso,2,2,100,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/trastero-ascensor-piscina/157521843/d
936430,Latina,Piso,2,2,123,9,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/trastero-ascensor-piscina/157522055/d
158000,Latina,Piso,1,1,59,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/puerta-del-angel/156309919/d
197060,Fuencarral,Piso,,,74,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/puerta-del-angel/158615331/d
1292970,Moncloa,Piso,6,4,394,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/trastero-ascensor-amueblado/156012383/d
3306430,Centro,Casa o chalet,6,7,1282,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-terraza-trastero-amueblado/157521305/d
925000,Latina,Piso,4,4,196,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/159290687/d
83000,Carabanchel,Piso,3,1,52,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/lucero/159290640/d
161200,Salamanca,Piso,3,1,82,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza/159290636/d
315000,Arganzuela,Piso,2,1,57,6,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza-ascensor/159290633/d
196000,Latina,Planta baja,3,1,79,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/159290599/d
82260,Hortaleza,Casa o chalet,2,1,36,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/campamento/158317771/d
360000,Latina,Piso,2,2,122,4,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin-trastero-ascensor-patio-piscina-piscina/159290590/d
194900,San Blas,Piso,3,1,75,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-jardin-trastero-ascensor-amueblado/159182135/d
107935,Carabanchel,Estudio,,1,40,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-trastero-ascensor/159290503/d
154500,Arganzuela,Piso,1,1,39,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/159290414/d
1150000,Retiro,Piso,4,3,270,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-jardin-terraza-trastero-ascensor/159290408/d
490000,San Blas,Casa o chalet,4,3,208,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/rejas/159290407/d
165000,Latina,Piso,2,1,53,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/los-carmenes/158848019/d
497000,Centro,Piso,2,2,83,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/158852008/d
980000,Fuencarral,Casa o chalet,2,2,125,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-jardin-terraza-zona-comunitaria-patio-parking-piscina/158844698/d
560000,Retiro,Piso,8,4,145,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/158845406/d
210000,Villaverde,Dúplex,2,2,68,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-ascensor-amueblado-parking/159290373/d
223000,Carabanchel,Piso,3,2,95,7,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-trastero-ascensor-piscina-parking-piscina-no-amueblado/159290214/d
142000,Puente de Vallecas,Piso,3,1,75,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/amueblado/159290199/d
93000,Villaverde,Piso,3,1,58,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza/159290050/d
115000,Villaverde,Piso,3,1,90,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion/159290001/d
235000,Vicálvaro,Piso,3,2,130,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/parking-trastero-piscina/159289986/d
140000,Villaverde,Piso,3,1,75,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero/159289940/d
152540,Villaverde,Piso,2,2,67,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/parking-trastero-zona-comunitaria-ascensor-piscina-parking-piscina-no-amueblado/159289939/d
172054,Villaverde,Piso,2,2,75,3,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/parking-trastero-piscina/159289936/d
163564,Villaverde,Piso,2,2,67,4,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/parking-trastero-piscina/159289927/d
167561,Villaverde,Piso,2,2,76,5,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/parking-trastero-piscina/159289917/d
179264,Villaverde,Piso,2,2,61,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/parking-terraza-trastero-piscina/159289907/d
348273,Latina,Ático,4,2,181,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-terraza-trastero-zona-comunitaria-ascensor-piscina-parking-piscina/159289901/d
145000,Villaverde,Piso,3,1,73,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor-parking/159289898/d
201423,Carabanchel,Piso,3,2,96,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/parking-terraza-trastero-piscina/159289890/d
150000,Villaverde,Piso,2,1,60,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-ascensor-amueblado/159289876/d
202615,Villaverde,Piso,3,2,99,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/parking-trastero-piscina/159289872/d
231430,Villaverde,Piso,3,2,111,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/parking-trastero-piscina/159289853/d
95000,Chamartín,Piso,3,1,61,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/san-cristobal-de-villaverde/159289841/d
1700000,Usera,Piso,7,6,562,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-parking-terraza-trastero-no-amueblado/158927916/d
148500,Tetuán,Piso,2,1,59,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza-no-amueblado/158927531/d
790000,Tetuán,Piso,5,3,280,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-trastero-ascensor/150409500/d
112500,Puente de Vallecas,Piso,2,1,42,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-trastero/159289753/d
310000,Fuencarral,Piso,3,1,85,8,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/159289712/d
103000,Villa de Vallecas,Piso,3,1,68,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza/159289701/d
429000,Ciudad Lineal,Piso,2,2,87,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-zona-comunitaria-ascensor-amueblado-television-piscina/159289617/d
340000,Salamanca,Piso,2,1,50,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/156916424/d
339000,Salamanca,Ático,2,1,50,7,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-patio-no-amueblado/151496550/d
620000,Salamanca,Ático,3,2,86,6,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-terraza-trastero-ascensor/159212917/d
1150000,Salamanca,Piso,6,3,215,5,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-trastero-ascensor/156897073/d
699000,Villa de Vallecas,Piso,4,3,140,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor/154561214/d
99000,Hortaleza,Piso,2,1,50,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion/158644440/d
849000,Centro,Casa adosada,6,3,180,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/conde-orgaz---piovera/157532142/d
269000,Hortaleza,Piso,1,1,51,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/trastero-ascensor/159289451/d
359000,Fuencarral,Piso,2,2,81,4,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-zona-comunitaria-ascensor-piscina/158564533/d
329000,Tetuán,Piso,3,2,88,3,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-ascensor-patio/158972572/d
475000,Fuencarral,Piso,3,2,91,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-trastero-ascensor/158279065/d
279000,Fuencarral,Piso,1,1,53,6,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-trastero-zona-comunitaria-ascensor-piscina/159103605/d
310000,Fuencarral,Piso,3,1,84,12,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza/159085139/d
