"","Precio","Precio_m2","Habitaciones","Aseos","Superficie","Parking","Colegios","Tipo","Distrito"
"2",279000,3888,3,1,85,0,9,"Piso","Arganzuela"
"3",315000,3888,2,1,57,0,9,"Piso","Arganzuela"
"4",192000,3888,2,1,64,0,9,"Piso","Arganzuela"
"5",484500,3888,4,2,147,0,9,"Piso","Arganzuela"
"6",390000,3888,2,2,88,1,9,"Piso","Arganzuela"
"7",375000,3888,2,2,55,0,9,"Piso","Arganzuela"
"9",349000,3888,3,1,92,0,9,"Piso","Arganzuela"
"10",127300,3888,3,1,60,0,9,"Piso","Arganzuela"
"12",245000,3888,3,1,64,0,9,"Piso","Arganzuela"
"13",140000,3888,3,1,81,0,9,"Piso","Arganzuela"
"14",145000,3888,2,1,37,0,9,"Piso","Arganzuela"
"15",199850,3888,2,1,53,0,9,"Piso","Arganzuela"
"16",1190000,3888,3,2,181,0,9,"Piso","Arganzuela"
"17",378000,3888,1,1,48,0,9,"Piso","Arganzuela"
"18",2000000,3888,5,4,241,1,9,"Piso","Arganzuela"
"19",285000,3888,4,1,81,0,9,"Piso","Arganzuela"
"21",550000,3888,2,2,68,0,9,"Piso","Arganzuela"
"22",260000,3888,2,1,60,0,9,"Piso","Arganzuela"
"23",2200000,3888,3,4,250,0,9,"Piso","Arganzuela"
"24",348400,3888,2,2,67,0,9,"Piso","Arganzuela"
"25",144600,3888,2,1,48,0,9,"Piso","Arganzuela"
"26",212000,3888,2,1,62,0,9,"Piso","Arganzuela"
"28",320000,3888,4,1,89,0,9,"Piso","Arganzuela"
"29",129000,3888,1,1,64,0,9,"Piso","Arganzuela"
"30",259000,3888,2,2,92,1,9,"Piso","Arganzuela"
"31",1050000,3888,4,2,298,1,9,"Piso","Arganzuela"
"32",143685,3888,1,1,44,0,9,"Piso","Arganzuela"
"34",169000,3888,1,1,49,0,9,"Piso","Arganzuela"
"35",168500,3888,2,1,58,0,9,"Piso","Arganzuela"
"36",154500,3888,1,1,39,0,9,"Piso","Arganzuela"
"37",156000,3888,3,1,75,0,9,"Piso","Arganzuela"
"38",499000,3888,1,1,79,1,9,"Piso","Arganzuela"
"39",850000,3888,1,1,110,0,9,"Piso","Arganzuela"
"40",199000,3888,3,1,60,0,9,"Piso","Arganzuela"
"41",2250000,3888,3,3,254,0,9,"Piso","Arganzuela"
"42",155000,3888,1,1,56,0,9,"Piso","Arganzuela"
"44",249000,3888,3,1,73,0,9,"Piso","Arganzuela"
"46",1550000,3888,3,4,211,0,9,"Piso","Arganzuela"
"47",94990,3888,2,1,75,0,9,"Piso","Arganzuela"
"48",390000,3888,4,2,120,0,9,"Piso","Arganzuela"
"49",352000,3888,2,1,70,0,9,"Piso","Arganzuela"
"50",299000,3888,2,1,56,0,9,"Piso","Arganzuela"
"51",250000,3888,3,1,59,0,9,"Piso","Arganzuela"
"52",545000,3888,4,2,130,1,9,"Piso","Arganzuela"
"53",174000,3888,3,1,70,0,9,"Piso","Arganzuela"
"54",212000,3888,1,1,40,0,9,"Piso","Arganzuela"
"55",118500,3888,2,1,51,0,9,"Piso","Arganzuela"
"57",189000,3888,1,1,47,0,9,"Piso","Arganzuela"
"59",251500,3888,2,3,169,0,9,"Piso","Arganzuela"
"60",367000,3888,4,2,143,1,9,"Piso","Arganzuela"
"61",160000,3888,3,1,71,0,9,"Piso","Arganzuela"
"62",298900,3888,1,1,79,0,9,"Piso","Arganzuela"
"63",600000,3888,3,2,155,0,9,"Piso","Arganzuela"
"64",90000,3888,2,1,59,0,9,"Piso","Arganzuela"
"65",590000,3888,4,1,135,0,9,"Piso","Arganzuela"
"66",850000,3888,4,3,161,0,9,"Piso","Arganzuela"
"67",225000,3888,2,1,87,0,9,"Piso","Arganzuela"
"68",175000,3888,2,1,110,0,9,"Piso","Arganzuela"
"69",995000,3888,5,3,172,1,9,"Piso","Arganzuela"
"70",700000,3888,4,2,162,0,9,"Piso","Arganzuela"
"71",530000,3888,3,3,138,1,9,"Piso","Arganzuela"
"72",124900,3888,1,1,36,0,9,"Piso","Arganzuela"
"73",178000,3888,3,1,60,0,9,"Piso","Arganzuela"
"74",425000,3888,3,2,109,0,9,"Piso","Arganzuela"
"77",349000,3888,2,1,70,0,9,"Piso","Arganzuela"
"78",140000,3888,2,1,65,0,9,"Piso","Arganzuela"
"79",152000,3888,2,1,36,0,9,"Piso","Arganzuela"
"80",230000,3888,3,1,75,0,9,"Piso","Arganzuela"
"81",80000,3888,3,1,69,0,9,"Piso","Arganzuela"
"82",230000,3888,2,1,50,0,9,"Piso","Arganzuela"
"83",135000,3888,2,1,50,0,9,"Piso","Arganzuela"
"84",142000,3888,2,1,75,0,9,"Piso","Arganzuela"
"85",220000,3888,4,2,119,1,9,"Piso","Arganzuela"
"87",199000,3888,2,1,53,0,9,"Piso","Arganzuela"
"88",135000,3888,2,1,57,0,9,"Piso","Arganzuela"
"89",820000,3888,5,2,168,0,9,"Piso","Arganzuela"
"90",595000,3888,3,2,117,1,9,"Piso","Arganzuela"
"92",400000,3888,2,2,65,1,9,"Piso","Arganzuela"
"93",465000,3888,5,2,136,0,9,"Piso","Arganzuela"
"94",385000,3888,2,2,88,1,9,"Piso","Arganzuela"
"95",550000,3888,2,1,85,0,9,"Piso","Arganzuela"
"96",395000,3888,3,1,75,0,9,"Piso","Arganzuela"
"97",129000,3888,3,1,50,0,9,"Piso","Arganzuela"
"98",179000,3888,3,2,93,0,9,"Piso","Arganzuela"
"99",94000,3888,2,1,56,0,9,"Piso","Arganzuela"
"100",135000,3888,1,1,34,0,9,"Piso","Arganzuela"
"101",235000,3888,1,1,61,0,9,"Piso","Arganzuela"
"102",295000,3888,1,1,70,1,9,"Piso","Arganzuela"
"103",197000,3888,2,1,54,0,9,"Piso","Arganzuela"
"105",170000,3888,3,1,71,0,9,"Piso","Arganzuela"
"107",620000,3888,4,2,125,1,9,"Piso","Arganzuela"
"108",225000,3888,1,1,69,0,9,"Piso","Arganzuela"
"109",156000,3888,1,1,31,0,9,"Piso","Arganzuela"
"110",580000,3888,3,2,135,0,9,"Piso","Arganzuela"
"111",1090000,3888,3,3,248,0,9,"Piso","Arganzuela"
"112",420000,3888,1,1,70,0,9,"Piso","Arganzuela"
"113",875000,3888,4,4,185,1,9,"Piso","Arganzuela"
"114",530000,3888,2,2,90,0,9,"Piso","Arganzuela"
"115",865000,3888,5,3,220,1,9,"Piso","Arganzuela"
"116",495000,3888,4,2,131,1,9,"Piso","Arganzuela"
"118",119000,3888,2,1,75,0,9,"Piso","Arganzuela"
"119",390000,3888,2,2,50,0,9,"Piso","Arganzuela"
"120",83000,3888,1,1,34,0,9,"Piso","Arganzuela"
"122",94800,3888,2,1,63,0,9,"Piso","Arganzuela"
"125",695000,3888,2,2,104,0,9,"Piso","Arganzuela"
"126",830000,3888,4,3,240,1,9,"Piso","Arganzuela"
"128",379000,3888,3,2,140,1,9,"Piso","Arganzuela"
"129",700000,3888,4,3,144,1,9,"Piso","Arganzuela"
"130",398000,3888,1,1,89,0,9,"Piso","Arganzuela"
"131",269000,3888,4,2,125,0,9,"Piso","Arganzuela"
"132",82800,3888,1,1,27,0,9,"Piso","Arganzuela"
"133",422000,3888,2,2,83,1,9,"Piso","Arganzuela"
"134",375000,3888,3,2,116,1,9,"Piso","Arganzuela"
"135",109900,3888,3,1,62,0,9,"Piso","Arganzuela"
"136",590000,3888,3,2,112,1,9,"Piso","Arganzuela"
"137",155000,3888,2,1,40,0,9,"Piso","Arganzuela"
"138",325000,3888,1,1,60,1,9,"Piso","Arganzuela"
"139",225000,3888,2,1,44,0,9,"Piso","Arganzuela"
"140",195000,3888,3,1,98,1,9,"Piso","Arganzuela"
"142",880000,3888,3,2,150,0,9,"Piso","Arganzuela"
"143",325000,3888,2,1,55,0,9,"Piso","Arganzuela"
"145",790000,3888,4,2,178,0,9,"Piso","Arganzuela"
"146",269000,3888,2,2,61,0,9,"Piso","Arganzuela"
"147",395000,3888,1,1,55,0,9,"Piso","Arganzuela"
"150",214000,3888,2,1,62,0,9,"Piso","Arganzuela"
"152",114000,3888,3,1,82,0,9,"Piso","Arganzuela"
"153",75500,3888,2,1,62,0,9,"Piso","Arganzuela"
"154",330000,3888,2,2,85,0,9,"Piso","Arganzuela"
"156",140000,3888,3,1,74,0,9,"Piso","Arganzuela"
"157",195000,3888,1,1,33,0,9,"Piso","Arganzuela"
"158",213000,3888,4,2,110,0,9,"Piso","Arganzuela"
"159",125000,3888,3,1,75,0,9,"Piso","Arganzuela"
"160",385000,3888,3,1,85,1,9,"Piso","Arganzuela"
"161",250000,3888,1,1,59,0,9,"Piso","Arganzuela"
"162",376000,3888,3,2,84,0,9,"Piso","Arganzuela"
"163",1200000,3888,3,3,209,1,9,"Piso","Arganzuela"
"164",434500,3888,4,2,87,0,9,"Piso","Arganzuela"
"165",153000,3888,4,1,57,0,9,"Piso","Arganzuela"
"166",399990,3888,2,2,82,0,9,"Piso","Arganzuela"
"167",163000,3888,4,2,90,0,9,"Piso","Arganzuela"
"168",355000,3888,2,2,46,0,9,"Piso","Arganzuela"
"169",289000,3888,3,1,65,0,9,"Piso","Arganzuela"
"170",449000,3888,4,2,130,0,9,"Piso","Arganzuela"
"172",179000,3888,2,1,57,0,9,"Piso","Arganzuela"
"173",2295000,3888,5,5,385,1,9,"Piso","Arganzuela"
"174",490000,3888,1,1,70,0,9,"Piso","Arganzuela"
"175",346000,3888,3,1,72,0,9,"Piso","Arganzuela"
"176",470000,3888,3,2,127,0,9,"Piso","Arganzuela"
"177",84000,3888,3,1,69,0,9,"Piso","Arganzuela"
"178",283000,3888,2,2,92,1,9,"Piso","Arganzuela"
"179",117600,3888,1,1,57,0,9,"Piso","Arganzuela"
"180",81200,3888,2,1,61,0,9,"Piso","Arganzuela"
"182",660000,3888,2,2,150,0,9,"Piso","Arganzuela"
"183",425000,3888,4,2,130,1,9,"Piso","Arganzuela"
"185",219000,3888,3,1,75,0,9,"Piso","Arganzuela"
"186",549000,3888,3,2,125,1,9,"Piso","Arganzuela"
"188",870000,3888,2,2,156,0,9,"Piso","Arganzuela"
"189",180000,3888,3,1,58,0,9,"Piso","Arganzuela"
"191",207000,3888,22,1,63,0,9,"Piso","Arganzuela"
"192",175000,3888,2,1,62,0,9,"Piso","Arganzuela"
"193",465000,3888,3,2,115,0,9,"Piso","Arganzuela"
"194",265000,3888,3,1,70,0,9,"Piso","Arganzuela"
"195",2950000,3888,4,4,269,0,9,"Piso","Arganzuela"
"196",379900,3888,2,2,77,0,9,"Piso","Arganzuela"
"197",310000,3888,3,2,96,0,9,"Piso","Arganzuela"
"199",161000,3888,2,1,45,0,9,"Piso","Arganzuela"
"201",297000,3888,1,1,50,0,9,"Piso","Arganzuela"
"202",125000,3888,2,1,37,0,9,"Piso","Arganzuela"
"207",240000,3888,1,1,51,0,9,"Piso","Arganzuela"
"208",830000,3888,3,3,189,0,9,"Piso","Arganzuela"
"210",1190000,3888,3,2,138,0,9,"Piso","Arganzuela"
"211",210000,3888,3,1,59,0,9,"Piso","Arganzuela"
"212",160000,3888,1,1,53,0,9,"Piso","Arganzuela"
"213",329000,3888,3,1,91,0,9,"Piso","Arganzuela"
"215",190600,3888,1,1,40,1,9,"Piso","Arganzuela"
"216",1950000,3888,4,5,251,1,9,"Piso","Arganzuela"
"217",795000,3888,4,3,177,0,9,"Piso","Arganzuela"
"218",550000,3888,3,2,147,0,9,"Piso","Arganzuela"
"219",1270000,3888,2,3,127,1,9,"Piso","Arganzuela"
"220",115000,3888,1,1,35,0,9,"Piso","Arganzuela"
"222",495000,3888,4,2,174,0,9,"Piso","Arganzuela"
"224",595000,3888,4,2,125,1,9,"Piso","Arganzuela"
"225",158000,3888,2,1,43,0,9,"Piso","Arganzuela"
"226",179000,3888,1,1,30,0,9,"Piso","Arganzuela"
"227",105000,3888,2,1,52,0,9,"Piso","Arganzuela"
"228",285000,3888,2,2,62,0,9,"Piso","Arganzuela"
"229",269000,3888,4,2,104,0,9,"Piso","Arganzuela"
"230",190600,3888,1,1,64,1,9,"Piso","Arganzuela"
"231",140000,3888,2,1,42,0,9,"Piso","Arganzuela"
"232",229000,3888,2,1,61,0,9,"Piso","Arganzuela"
"234",239000,3888,2,1,50,0,9,"Piso","Arganzuela"
"235",292000,3888,1,1,62,0,9,"Piso","Arganzuela"
"236",153800,3888,1,1,29,0,9,"Piso","Arganzuela"
"237",275000,3888,1,1,47,0,9,"Piso","Arganzuela"
"239",325000,3888,2,1,81,0,9,"Piso","Arganzuela"
"242",1950000,3888,5,6,314,0,9,"Piso","Arganzuela"
"243",430000,3888,3,2,113,1,9,"Piso","Arganzuela"
"244",370000,3888,3,1,85,0,9,"Piso","Arganzuela"
"245",253000,3888,1,1,46,1,9,"Piso","Arganzuela"
"246",152000,3888,1,1,55,0,9,"Piso","Arganzuela"
"247",679000,3888,4,2,157,0,9,"Piso","Arganzuela"
"248",145500,3888,2,1,40,0,9,"Piso","Arganzuela"
"249",1175000,3888,4,3,240,1,9,"Piso","Arganzuela"
"250",161200,3888,2,1,81,0,9,"Piso","Arganzuela"
"251",990000,3888,3,2,254,0,9,"Piso","Arganzuela"
"254",226000,3888,2,1,63,0,9,"Piso","Arganzuela"
"255",162000,3888,2,1,51,0,9,"Piso","Arganzuela"
"256",499000,3888,3,2,117,1,9,"Piso","Arganzuela"
"257",349000,3888,4,3,136,0,9,"Piso","Arganzuela"
"258",140000,3888,1,1,40,0,9,"Piso","Arganzuela"
"259",690000,3888,1,1,115,0,9,"Piso","Arganzuela"
"260",610000,3888,4,2,140,1,9,"Piso","Arganzuela"
"262",750000,3888,4,2,130,0,9,"Piso","Arganzuela"
"263",90000,3888,1,1,54,0,9,"Piso","Arganzuela"
"264",144000,3888,2,1,74,0,9,"Piso","Arganzuela"
"265",365000,3888,3,2,85,0,9,"Piso","Arganzuela"
"268",585000,3888,3,2,112,1,9,"Piso","Arganzuela"
"269",305000,3888,3,1,92,0,9,"Piso","Arganzuela"
"270",165990,3888,3,1,75,0,9,"Piso","Arganzuela"
"271",387700,3888,3,1,57,0,9,"Piso","Arganzuela"
"272",99000,3888,2,1,55,0,9,"Piso","Arganzuela"
"273",599000,3888,3,3,126,0,9,"Piso","Arganzuela"
"274",188000,3888,1,1,53,0,9,"Piso","Arganzuela"
"276",399000,3888,2,2,100,1,9,"Piso","Arganzuela"
"277",144000,3888,1,1,30,0,9,"Piso","Arganzuela"
"278",156000,3888,1,1,30,0,9,"Piso","Arganzuela"
"279",4350000,3888,5,5,404,0,9,"Piso","Arganzuela"
"280",145000,3888,2,1,57,0,9,"Piso","Arganzuela"
"281",430000,3888,3,1,91,0,9,"Piso","Arganzuela"
"282",1050000,3888,3,4,205,0,9,"Piso","Arganzuela"
"283",1400000,3888,4,3,245,1,9,"Piso","Arganzuela"
"284",249000,3888,3,1,80,0,9,"Piso","Arganzuela"
"285",265000,3888,3,1,72,0,9,"Piso","Arganzuela"
"286",153000,3888,3,2,110,0,9,"Piso","Arganzuela"
"287",399000,3888,1,1,103,0,9,"Piso","Arganzuela"
"288",130000,3888,3,1,54,0,9,"Piso","Arganzuela"
"290",465000,3888,5,1,136,0,9,"Piso","Arganzuela"
"291",199000,3888,2,1,55,0,9,"Piso","Arganzuela"
"292",324000,3888,2,1,56,0,9,"Piso","Arganzuela"
"293",1550000,3888,5,4,376,0,9,"Piso","Arganzuela"
"294",295000,3888,1,1,66,0,9,"Piso","Arganzuela"
"295",359000,3888,2,1,84,1,9,"Piso","Arganzuela"
"296",189000,3888,2,1,56,0,9,"Piso","Arganzuela"
"297",167000,3888,1,1,42,0,9,"Piso","Arganzuela"
"298",316000,3888,3,2,115,0,9,"Piso","Arganzuela"
"299",160000,3888,3,1,53,0,9,"Piso","Arganzuela"
"300",595000,3888,4,2,134,1,9,"Piso","Arganzuela"
"301",143000,3888,2,1,58,0,9,"Piso","Arganzuela"
"302",178000,3888,3,1,91,0,9,"Piso","Arganzuela"
"303",357000,3888,1,1,59,0,9,"Piso","Arganzuela"
"305",639000,3888,3,2,116,0,9,"Piso","Arganzuela"
"306",269000,3888,2,2,80,0,9,"Piso","Arganzuela"
"308",234900,3888,1,2,75,0,9,"Piso","Arganzuela"
"310",530000,3888,3,2,136,1,9,"Piso","Arganzuela"
"311",1300000,3888,1,1,50,0,9,"Piso","Arganzuela"
"312",385000,3888,2,2,77,1,9,"Piso","Arganzuela"
"313",175000,3888,2,1,41,0,9,"Piso","Arganzuela"
"314",1150000,3888,2,3,116,0,9,"Piso","Arganzuela"
"316",141000,3888,2,1,61,0,9,"Piso","Arganzuela"
"317",366400,3888,3,1,82,0,9,"Piso","Arganzuela"
"320",370000,3888,2,2,100,0,9,"Piso","Arganzuela"
"321",900000,3888,3,3,193,0,9,"Piso","Arganzuela"
"322",225570,3888,1,1,47,0,9,"Piso","Arganzuela"
"323",219900,3888,1,1,41,0,9,"Piso","Arganzuela"
"324",159000,3888,2,1,44,0,9,"Piso","Arganzuela"
"325",139000,3888,3,1,60,0,9,"Piso","Arganzuela"
"326",285000,3888,2,1,70,0,9,"Piso","Arganzuela"
"327",650000,3888,2,2,120,0,9,"Piso","Arganzuela"
"328",219000,3888,2,1,44,0,9,"Piso","Arganzuela"
"330",210000,3888,3,1,58,0,9,"Piso","Arganzuela"
"332",499000,3888,3,2,137,0,9,"Piso","Arganzuela"
"333",369000,3888,2,2,112,1,9,"Piso","Arganzuela"
"335",345000,3888,2,2,119,1,9,"Piso","Arganzuela"
"336",177000,3888,2,1,56,0,9,"Piso","Arganzuela"
"337",210000,3888,2,1,64,0,9,"Piso","Arganzuela"
"338",234900,3888,2,1,55,0,9,"Piso","Arganzuela"
"340",430000,3888,3,2,89,1,9,"Piso","Arganzuela"
"341",460000,3888,3,2,117,0,9,"Piso","Arganzuela"
"342",218000,3888,1,1,41,1,9,"Piso","Arganzuela"
"343",150000,3888,3,2,95,0,9,"Piso","Arganzuela"
"345",435000,3888,2,1,60,0,9,"Piso","Arganzuela"
"346",235000,3888,2,1,50,0,9,"Piso","Arganzuela"
"349",175000,3888,1,1,50,1,9,"Piso","Arganzuela"
"351",160000,3888,3,1,88,0,9,"Piso","Arganzuela"
"352",380000,3888,3,2,85,0,9,"Piso","Arganzuela"
"353",136500,3888,2,1,60,0,9,"Piso","Arganzuela"
"354",175000,3888,2,1,39,0,9,"Piso","Arganzuela"
"355",162500,3888,2,1,54,0,9,"Piso","Arganzuela"
"356",148900,3888,1,1,37,0,9,"Piso","Arganzuela"
"357",350000,3888,2,2,91,0,9,"Piso","Arganzuela"
"358",215000,3888,2,1,72,0,9,"Piso","Arganzuela"
"359",1599000,3888,3,4,220,0,9,"Piso","Arganzuela"
"360",120000,3888,2,1,58,0,9,"Piso","Arganzuela"
"362",235000,3888,4,2,107,0,9,"Piso","Arganzuela"
"363",540000,3888,3,2,121,1,9,"Piso","Arganzuela"
"364",185000,3888,2,1,50,0,9,"Piso","Arganzuela"
"365",229000,3888,3,1,90,0,9,"Piso","Arganzuela"
"366",330000,3888,2,1,71,0,9,"Piso","Arganzuela"
"367",570000,3888,2,2,101,0,9,"Piso","Arganzuela"
"368",425000,3888,3,2,77,0,9,"Piso","Arganzuela"
"369",175000,3888,2,1,70,0,9,"Piso","Arganzuela"
"370",291000,3888,3,1,90,1,9,"Piso","Arganzuela"
"371",215000,3888,3,1,83,0,9,"Piso","Arganzuela"
"372",625000,3147,3,2,107,1,5,"Piso","Barajas"
"373",294000,3147,3,2,120,1,5,"Piso","Barajas"
"374",399000,3147,2,1,106,1,5,"Piso","Barajas"
"378",349000,3147,3,1,88,0,5,"Piso","Barajas"
"380",625000,3147,3,2,123,1,5,"Piso","Barajas"
"381",780000,3147,3,3,176,1,5,"Piso","Barajas"
"382",172000,3147,1,1,53,0,5,"Piso","Barajas"
"386",60000,3147,3,1,41,0,5,"Piso","Barajas"
"387",260000,3147,1,1,80,0,5,"Piso","Barajas"
"388",94900,3147,1,1,31,0,5,"Piso","Barajas"
"389",450000,3147,2,2,115,1,5,"Piso","Barajas"
"391",290000,3147,2,1,71,0,5,"Piso","Barajas"
"392",269000,3147,3,1,119,1,5,"Piso","Barajas"
"393",515000,3147,3,2,135,1,5,"Piso","Barajas"
"394",360000,3147,2,1,70,0,5,"Piso","Barajas"
"395",235000,3147,3,1,94,0,5,"Piso","Barajas"
"397",280000,3147,2,2,70,1,5,"Piso","Barajas"
"398",395000,3147,3,2,104,0,5,"Piso","Barajas"
"400",898000,3147,3,2,138,0,5,"Piso","Barajas"
"401",309500,3147,3,2,108,1,5,"Piso","Barajas"
"403",554000,3147,4,3,158,1,5,"Piso","Barajas"
"405",275000,3147,2,2,70,1,5,"Piso","Barajas"
"406",262000,3147,3,2,92,0,5,"Piso","Barajas"
"407",164500,3147,3,1,51,0,5,"Piso","Barajas"
"408",567000,3147,4,2,158,1,5,"Piso","Barajas"
"410",169000,3147,2,1,66,0,5,"Piso","Barajas"
"411",195000,3147,3,1,81,0,5,"Piso","Barajas"
"412",270000,3147,3,1,97,0,5,"Piso","Barajas"
"415",120000,3147,2,1,42,0,5,"Piso","Barajas"
"416",435000,3147,2,1,61,0,5,"Piso","Barajas"
"417",255000,3147,1,1,61,1,5,"Piso","Barajas"
"418",194000,3147,4,2,94,0,5,"Piso","Barajas"
"419",455000,3147,3,2,130,1,5,"Piso","Barajas"
"420",550000,3147,2,2,100,0,5,"Piso","Barajas"
"421",177000,3147,3,1,87,0,5,"Piso","Barajas"
"422",220000,3147,3,1,82,0,5,"Piso","Barajas"
"424",140000,3147,3,1,65,0,5,"Piso","Barajas"
"426",800000,3147,3,2,128,0,5,"Piso","Barajas"
"427",460000,3147,2,2,97,1,5,"Piso","Barajas"
"428",85000,3147,3,1,66,0,5,"Piso","Barajas"
"430",345000,3147,3,2,109,1,5,"Piso","Barajas"
"431",1750000,3147,3,3,170,0,5,"Piso","Barajas"
"432",140000,3147,2,1,52,0,5,"Piso","Barajas"
"433",389000,3147,3,2,110,1,5,"Piso","Barajas"
"434",350900,3147,1,1,68,1,5,"Piso","Barajas"
"435",238000,3147,3,1,69,0,5,"Piso","Barajas"
"436",139990,3147,2,1,64,0,5,"Piso","Barajas"
"437",575000,3147,3,2,122,1,5,"Piso","Barajas"
"439",675000,3147,3,2,125,0,5,"Piso","Barajas"
"441",480000,3147,3,1,110,0,5,"Piso","Barajas"
"443",134900,3147,3,1,69,0,5,"Piso","Barajas"
"444",270000,3147,1,1,54,0,5,"Piso","Barajas"
"445",250000,3147,3,3,100,0,5,"Piso","Barajas"
"447",750000,3147,2,2,107,1,5,"Piso","Barajas"
"449",373000,3147,2,2,82,1,5,"Piso","Barajas"
"450",185000,3147,1,1,48,0,5,"Piso","Barajas"
"451",275000,3147,2,1,83,1,5,"Piso","Barajas"
"452",94500,3147,3,1,65,0,5,"Piso","Barajas"
"455",185000,3147,2,2,96,0,5,"Piso","Barajas"
"456",350000,3147,4,2,138,0,5,"Piso","Barajas"
"457",289500,3147,2,1,35,0,5,"Piso","Barajas"
"458",125000,3147,3,1,55,0,5,"Piso","Barajas"
"459",185000,3147,1,1,52,0,5,"Piso","Barajas"
"460",526000,3147,4,2,107,0,5,"Piso","Barajas"
"461",175000,3147,3,1,79,0,5,"Piso","Barajas"
"462",280000,3147,2,1,70,1,5,"Piso","Barajas"
"463",295000,3147,2,2,89,1,5,"Piso","Barajas"
"464",159000,3147,1,1,62,1,5,"Piso","Barajas"
"465",299000,3147,4,2,127,1,5,"Piso","Barajas"
"467",195000,3147,3,1,90,0,5,"Piso","Barajas"
"468",459000,3147,2,2,99,0,5,"Piso","Barajas"
"469",165000,3147,3,1,70,0,5,"Piso","Barajas"
"470",357900,3147,3,2,132,0,5,"Piso","Barajas"
"471",194000,3147,3,1,74,0,5,"Piso","Barajas"
"473",130000,3147,2,1,51,0,5,"Piso","Barajas"
"474",315000,3147,4,2,105,1,5,"Piso","Barajas"
"476",819000,3147,2,2,165,0,5,"Piso","Barajas"
"477",440000,3147,2,2,104,1,5,"Piso","Barajas"
"478",1047600,3147,2,2,126,1,5,"Piso","Barajas"
"479",290000,3147,1,1,56,1,5,"Piso","Barajas"
"481",105000,3147,2,1,51,0,5,"Piso","Barajas"
"482",224000,3147,2,1,73,1,5,"Piso","Barajas"
"483",90000,3147,3,1,42,0,5,"Piso","Barajas"
"485",570000,3147,3,3,140,0,5,"Piso","Barajas"
"487",270000,3147,3,2,103,0,5,"Piso","Barajas"
"489",225000,3147,3,2,86,0,5,"Piso","Barajas"
"492",350000,3147,1,1,58,0,5,"Piso","Barajas"
"493",425000,3147,2,2,105,1,5,"Piso","Barajas"
"494",148900,3147,1,1,37,0,5,"Piso","Barajas"
"496",460000,3147,3,2,125,0,5,"Piso","Barajas"
"497",565000,3147,3,2,160,0,5,"Piso","Barajas"
"498",178000,3147,3,1,59,0,5,"Piso","Barajas"
"499",249000,3147,3,1,73,0,5,"Piso","Barajas"
"501",489000,3147,3,2,122,1,5,"Piso","Barajas"
"503",169900,3147,3,1,75,0,5,"Piso","Barajas"
"504",258000,3147,1,1,54,0,5,"Piso","Barajas"
"506",475000,3147,2,2,148,1,5,"Piso","Barajas"
"508",230000,2165,3,1,90,0,18,"Piso","Carabanchel"
"509",249000,2165,3,2,99,1,18,"Piso","Carabanchel"
"510",166500,2165,3,1,83,0,18,"Piso","Carabanchel"
"511",85000,2165,1,1,51,0,18,"Piso","Carabanchel"
"512",162000,2165,2,2,82,0,18,"Piso","Carabanchel"
"513",106000,2165,3,1,66,0,18,"Piso","Carabanchel"
"514",230000,2165,2,2,83,0,18,"Piso","Carabanchel"
"515",579100,2165,2,2,93,0,18,"Piso","Carabanchel"
"516",111000,2165,2,1,56,0,18,"Piso","Carabanchel"
"518",319000,2165,3,2,106,1,18,"Piso","Carabanchel"
"519",139000,2165,2,1,70,0,18,"Piso","Carabanchel"
"520",128000,2165,3,2,102,0,18,"Piso","Carabanchel"
"521",122000,2165,3,1,91,0,18,"Piso","Carabanchel"
"522",450000,2165,4,3,129,1,18,"Piso","Carabanchel"
"523",195000,2165,1,1,65,1,18,"Piso","Carabanchel"
"524",256000,2165,3,2,90,1,18,"Piso","Carabanchel"
"525",215000,2165,2,2,55,1,18,"Piso","Carabanchel"
"526",162000,2165,3,1,77,0,18,"Piso","Carabanchel"
"528",79500,2165,2,1,48,0,18,"Piso","Carabanchel"
"529",93000,2165,2,1,55,0,18,"Piso","Carabanchel"
"531",225000,2165,3,1,82,0,18,"Piso","Carabanchel"
"532",450000,2165,2,2,143,1,18,"Piso","Carabanchel"
"533",280000,2165,2,2,35,1,18,"Piso","Carabanchel"
"534",135000,2165,2,1,54,0,18,"Piso","Carabanchel"
"535",83000,2165,3,1,52,0,18,"Piso","Carabanchel"
"536",106180,2165,3,1,62,0,18,"Piso","Carabanchel"
"537",620000,2165,3,2,128,0,18,"Piso","Carabanchel"
"538",118000,2165,2,1,64,0,18,"Piso","Carabanchel"
"539",182000,2165,1,1,39,1,18,"Piso","Carabanchel"
"540",115000,2165,2,1,55,0,18,"Piso","Carabanchel"
"541",95000,2165,2,1,44,0,18,"Piso","Carabanchel"
"542",185000,2165,2,1,68,0,18,"Piso","Carabanchel"
"543",200000,2165,2,2,42,1,18,"Piso","Carabanchel"
"544",310000,2165,3,2,113,1,18,"Piso","Carabanchel"
"545",179000,2165,1,1,51,1,18,"Piso","Carabanchel"
"546",169700,2165,1,1,67,1,18,"Piso","Carabanchel"
"548",230000,2165,2,2,80,0,18,"Piso","Carabanchel"
"549",198000,2165,3,1,48,0,18,"Piso","Carabanchel"
"550",135000,2165,2,1,67,0,18,"Piso","Carabanchel"
"553",500000,2165,3,2,195,1,18,"Piso","Carabanchel"
"555",139000,2165,3,1,75,0,18,"Piso","Carabanchel"
